support,itemsets
0.0012338296406755028,"frozenset({'cluster_12', 'school_ Unknown'})"
0.00014003587946317055,"frozenset({'cluster_12', 'school_ Italy'})"
0.004651462050276665,"frozenset({'school_ modern', 'cluster_39'})"
0.0009878206632402031,"frozenset({'cluster_39', 'school_ Unknown'})"
0.0003519820754074287,"frozenset({'cluster_39', 'school_ Italy'})"
0.00010597309797212908,"frozenset({'cluster_39', 'school_ Netherlands'})"
0.001222475380178489,"frozenset({'school_ modern', 'cluster_46'})"
0.01003338152586122,"frozenset({'school_ modern', 'cluster_80'})"
0.0008175067557849957,"frozenset({'cluster_80', 'school_ Unknown'})"
0.00018166816795222126,"frozenset({'cluster_80', 'school_ Italy'})"
0.012451839011725167,"frozenset({'school_ modern', 'cluster_97'})"
0.0028461346312514666,"frozenset({'school_ Unknown', 'cluster_97'})"
0.0001476053864611798,"frozenset({'school_ Italy', 'cluster_97'})"
0.009355910649539395,"frozenset({'school_ modern', 'cluster_5'})"
0.000446600912882544,"frozenset({'school_ Unknown', 'cluster_5'})"
0.007054780522144592,"frozenset({'school_ modern', 'cluster_18'})"
0.0009726816492441848,"frozenset({'cluster_18', 'school_ Unknown'})"
0.00019680718194823972,"frozenset({'cluster_18', 'school_ Italy'})"
0.006282690808347652,"frozenset({'cluster_9', 'school_ modern'})"
0.0007418116858049035,"frozenset({'cluster_9', 'school_ Unknown'})"
0.00016274440045719823,"frozenset({'cluster_9', 'school_ Italy'})"
0.0017144933350490882,"frozenset({'school_ modern', 'cluster_22'})"
0.005855013662960131,"frozenset({'school_ modern', 'cluster_73'})"
0.0004806636943735855,"frozenset({'cluster_73', 'school_ Unknown'})"
0.010264251489300501,"frozenset({'school_ modern', 'cluster_30'})"
0.0032170404741539184,"frozenset({'cluster_30', 'school_ Unknown'})"
0.0009840359097411985,"frozenset({'cluster_30', 'school_ Italy'})"
0.000223300456441272,"frozenset({'cluster_30', 'school_ Netherlands'})"
0.007539228970017183,"frozenset({'school_ modern', 'cluster_34'})"
0.0010521614727232816,"frozenset({'cluster_34', 'school_ Unknown'})"
0.00017031390745520745,"frozenset({'cluster_34', 'school_ Italy'})"
0.001756125623538139,"frozenset({'school_ modern', 'cluster_63'})"
0.011596484720950125,"frozenset({'school_ modern', 'cluster_10'})"
0.0008288610162820096,"frozenset({'cluster_10', 'school_ Unknown'})"
0.00010975785147113369,"frozenset({'school_ France', 'cluster_10'})"
0.00111650228220636,"frozenset({'cluster_64', 'school_ Unknown'})"
0.008023677417889773,"frozenset({'school_ modern', 'cluster_64'})"
0.006884466614689385,"frozenset({'school_ modern', 'cluster_96'})"
0.0006509776018287929,"frozenset({'cluster_96', 'school_ Unknown'})"
0.004568197473298564,"frozenset({'cluster_61', 'school_ modern'})"
0.0007455964393039081,"frozenset({'cluster_61', 'school_ Unknown'})"
0.00017788341445321666,"frozenset({'cluster_61', 'school_ Italy'})"
0.0068125562982082975,"frozenset({'school_ modern', 'cluster_37'})"
0.0008477847837770326,"frozenset({'cluster_37', 'school_ Unknown'})"
0.00017788341445321666,"frozenset({'cluster_37', 'school_ Italy'})"
0.006138870175385477,"frozenset({'school_ modern', 'cluster_41'})"
0.0006131300668387468,"frozenset({'cluster_41', 'school_ Unknown'})"
0.008050170692382804,"frozenset({'school_ modern', 'cluster_21'})"
0.00013625112596416596,"frozenset({'cluster_21', 'school_ Italy'})"
0.0007834439742939542,"frozenset({'cluster_21', 'school_ Unknown'})"
0.006195641477870546,"frozenset({'school_ modern', 'cluster_62'})"
0.0006850403833198344,"frozenset({'school_ Unknown', 'cluster_62'})"
0.00010975785147113369,"frozenset({'school_ Italy', 'cluster_62'})"
0.006214565245365569,"frozenset({'school_ modern', 'cluster_17'})"
0.003754475471012573,"frozenset({'school_ Unknown', 'cluster_17'})"
0.0007077489043138621,"frozenset({'school_ Netherlands', 'cluster_17'})"
0.0005563587643536776,"frozenset({'school_ Italy', 'cluster_17'})"
0.0005033722153676132,"frozenset({'school_ France', 'cluster_17'})"
0.00048444844787259004,"frozenset({'cluster_59', 'school_ Japan'})"
0.0004920179548705992,"frozenset({'school_ Japan', 'cluster_32'})"
